date,Brent_Crude_Oil,WTI_Crude_Oil,Electricity_Price_USA,Heating_Oil_Price_USA,Natural_Gas_Imports_From_Canada_USA,Natural_Gas_Imports_USA,Natural_Gas_Rotary_Rig_Count_USA,Natural_Gas_Total_Consumption_USA,Total_Natural_Gas_Marketed_Production_USA,Total_Natural_Gas_Underground_Storage_Volume_USA,BCOMCL_INDX,BCOMGC_INDX,BCOMHG_INDX,BCOMNG_INDX,CSI300_INDX,DJI_INDX,DXY_INDX,GSPC_INDX,IXIC_INDX,NYA_INDX,USDEUR_FOREX,XAX_INDX,CPI_Energy_Seasonally_Adjusted_USA,CPI_Index_Seasonally_Adjusted_USA,Fed_Fund_Effective_USA,Kilian_Global_Economy_Index_WORLD,PPI_Manufacturing_Sector_USA,PPI_Mining_Sector_USA,CLI_Comp_Bank_Activity_JPN,CLI_Comp_Business_Situation_DEU,CLI_Comp_Business_Situation_KOR,CLI_Comp_Business_Situation_USA,CLI_Comp_Cars_Registrations_Or_Sales_GBR,CLI_Comp_Cars_Registrations_Or_Sales_IND,CLI_Comp_Construction_JPN,CLI_Comp_Construction_Production_CHN,CLI_Comp_Construction_USA,CLI_Comp_Consumer_Confidence_DEU,CLI_Comp_Consumer_Confidence_GBR,CLI_Comp_Consumer_Confidence_USA,CLI_Comp_Consumer_Prices_GBR,CLI_Comp_Demand_Or_Orders_Inflow_Tendency_DEU,CLI_Comp_Export_Orders_Tendency_DEU,CLI_Comp_Finished_Goods_Stocks_Tendency_DEU,CLI_Comp_Hours_JPN,CLI_Comp_Hours_USA,CLI_Comp_Interest_Rate_Spread_DEU,CLI_Comp_Interest_Rate_Spread_JPN,CLI_Comp_Interest_Rate_Spread_KOR,CLI_Comp_Interest_Rate_Spread_USA,CLI_Comp_Inventories_To_Shipments_KOR,CLI_Comp_Monetary_Aggregates_IND,CLI_Comp_Net_Trade_JPN,CLI_Comp_Orders_DEU,CLI_Comp_Orders_USA,CLI_Comp_Production_Of_Goods_IND,CLI_Comp_Production_Of_Nonmetallic_Products_IND,CLI_Comp_Production_Tendency_GBR,CLI_Comp_Sales_Expectations_JPN,CLI_Comp_Services_Demand_Expectations_DEU,CLI_Comp_Share_Prices_GBR,CLI_Comp_Share_Prices_IND,CLI_Comp_Share_Prices_JPN,CLI_Comp_Share_Prices_KOR,CLI_Comp_Share_Prices_USA,CLI_Comp_Short_Term_Interest_Rate_GBR,CLI_Comp_Short_Term_Interest_Rate_IND,CLI_Comp_Stocks_JPN,CLI_Comp_Stocks_KOR,CLI_Comp_Terms_Of_Trade_KOR,Composite_Leading_Indicator_CHN,Composite_Leading_Indicator_DEU,Composite_Leading_Indicator_GBR,Composite_Leading_Indicator_IND,Composite_Leading_Indicator_JPN,Composite_Leading_Indicator_KOR,Composite_Leading_Indicator_USA,Comprehensive_PMI,Construction_PMI,M_PMI_Comp_Employment,M_PMI_Comp_Expected_Production_and_Business_Activities,M_PMI_Comp_Finished_Goods_Inventory,M_PMI_Comp_Import,M_PMI_Comp_In_Hand_Orders,M_PMI_Comp_Main_Raw_Material_Purchase_Price,M_PMI_Comp_New_Export_Orders,M_PMI_Comp_New_Orders,M_PMI_Comp_Producer_Prices,M_PMI_Comp_Production,M_PMI_Comp_Purchasing_Volume,M_PMI_Comp_Raw_Materials_Inventory,M_PMI_Comp_Supplier_Delivery_Time,Manufacturing_PMI,NM_PMI_Comp_Charge_Price,NM_PMI_Comp_Employment,NM_PMI_Comp_Expected_Business_Activities,NM_PMI_Comp_In_Hand_Orders,NM_PMI_Comp_Intermediate_Input_Price,NM_PMI_Comp_Inventory,NM_PMI_Comp_New_Export_Orders,NM_PMI_Comp_New_Orders,NM_PMI_Comp_Supplier_Delivery_Time,Non_Manufacturing_PMI,Services_PMI,Chemical_Fertilizers_Manufactured_(actual_weight)_Accumulated_YoY,Crude_Steel_Accumulated_YoY,Real_Estate_Floor_Space_of_Commercialized_Buildings_Sold_Accumulated_YoY,Motor_Vehicles_Accumulated_YoY,EU_Aggregated_Gas_Storage_Inventory,EU_Aggregated_LNG_System_Inventory,high_temperature,low_temperature,Natural_Gas_US_Henry_Hub_Gas
2010-01-31,71.2,72.85,9.28,2.944,326688,384586,822,2809790,1824140,6579900,236.944,140.16,337.73,4888.95,3204.16,10067.3,79.462,1073.87,2147.35,6883.78,0.7211,1796.33,212.807,217.488,0.11,68.7778,173.1,231.3,100.4,99.0568,101.165,101.303,101.404,100.814,98.145,78.0674,98.0048,99.5451,102.26,100.544,98.4027,102.259,101.041,100.506,99.3752,99.1789,101.914,100.21,102.02,101.595,102.987,101.309,99.2976,98.1185,97.3989,101.612,100.544,100.302,100.12,100.369,98.9321,100.262,99.3425,99.651,99.278,97.3714,96.6561,99.0349,99.7427,101.321,101.31,100.422,101.789,102.982,99.4335,102.509,99.19,,,50.6,,47.3,53.4,49.9,68.5,53.2,59.9,,60.5,60.5,52.2,51,55.8,51.9,52.4,68.4,45.2,58.7,47.4,51.2,54.3,50.5,58.1,,,,,,,,57,6,5.82421
2010-02-28,76.36,79.72,9.47,2.88,277369,324124,892,2480950,1682870,5960950,257.036,144.7,361.17,4617.86,3281.67,10325.3,80.362,1104.49,2238.26,7035.04,0.7339,1845.71,209.624,217.281,0.13,52.2374,172.2,222.3,100.292,99.3852,101.4,101.415,101.081,100.953,98.2954,78.8969,98.1071,99.5927,102.289,100.623,98.5918,102.479,101.358,100.177,99.719,99.5817,101.808,100.238,101.919,101.55,102.382,101.461,99.1308,98.4903,97.8334,101.703,100.548,100.479,100.258,100.442,99.0158,100.519,99.4229,99.638,99.2881,97.4657,96.8944,98.7322,99.8029,101.351,101.136,100.722,101.813,103.134,99.6366,102.343,99.4536,,,49.9,,47.3,49.1,47.1,61.1,50.3,53.7,,54.3,51.9,48.1,49.7,52,51.5,52,67.5,44.4,57.1,48.5,51.4,53.5,49.3,57,,16.16369456,26.06996263,39.4437591,86.64047151,,,50,15.1,5.31526
2010-03-31,80.37,83.45,9.48,2.925,276432,318769,933,2142920,1864520,5929910,269.083,143.97,390.81,3661.92,3345.61,10856.6,81.073,1169.43,2397.96,7447.8,0.7401,1906.98,209.326,217.353,0.16,70.3982,173.9,219.8,100.195,99.7351,101.597,101.453,100.705,101.085,98.4114,81.608,98.1873,99.701,102.216,100.636,98.7901,102.699,101.617,99.8522,99.9745,99.9529,101.656,100.242,101.798,101.454,101.707,101.604,98.9935,98.896,98.2008,101.791,100.544,100.628,100.388,100.51,99.0935,100.751,99.4763,99.6358,99.245,97.5811,97.1796,98.5005,99.7348,101.378,100.914,101.024,101.751,103.247,99.7915,102.178,99.6293,,,52.9,,48.3,53.7,52,65.1,54.5,58.1,,58.4,58.1,50.6,50.5,55.1,52.6,52.9,68.1,43.9,59.1,47.1,53.7,53.4,53.2,57.3,,8.572379368,23.98386742,35.83258907,71.67976057,,,71,25,4.29087
2010-04-30,86.19,86.07,9.53,,252008,298464,959,1691810,1813310,6289470,277.966,152.52,366.82,3627.84,3067.36,11008.6,81.866,1186.69,2461.19,7474.4,0.752,1927.65,209.219,217.403,0.2,65.2934,175.2,213.4,100.109,100.11,101.725,101.399,100.327,101.209,98.4877,84.3985,98.2429,99.8664,102.054,100.588,98.9653,102.898,101.824,99.5527,100.144,100.251,101.459,100.209,101.669,101.299,101.039,101.735,98.9406,99.2932,98.5015,101.873,100.53,100.757,100.501,100.582,99.1499,100.955,99.4719,99.6465,99.1427,97.7106,97.4981,98.3494,99.5763,101.391,100.651,101.313,101.616,103.322,99.8958,102.02,99.7003,,,53.2,,46.2,53.1,53.4,72.6,54.5,59.3,,59.1,60.1,51.5,51.1,55.7,52.8,54,68.2,46.1,61.8,47.4,52.7,54.3,52.6,57.8,,5.687654556,25.30981022,32.83216267,62.25528583,,,90,35,4.03286
2010-05-31,73,74,9.72,,256576,297801,960,1617270,1886480,6698980,232.697,156.72,339.59,3888.51,2773.26,10136.6,86.588,1089.41,2257.04,6791.57,0.8127,1780.19,206.631,217.29,0.2,88.7235,176.1,204.9,100.037,100.494,101.769,101.276,99.9843,101.324,98.5554,87.9412,98.2741,100.078,101.823,100.491,99.0821,103.04,101.979,99.296,100.24,100.451,101.229,100.143,101.529,101.09,100.447,101.849,98.9464,99.6467,98.7469,101.949,100.509,100.864,100.582,100.653,99.1906,101.134,99.3926,99.6714,98.9976,97.8472,97.8409,98.2693,99.3826,101.372,100.369,101.57,101.425,103.362,99.9493,101.862,99.677,,,52.1,,49.8,50.9,49.7,58.9,53.8,54.8,,58.2,56,51,50.9,53.9,50.9,53.1,68.4,44.3,58.2,47.9,52.4,54,52.2,58.1,,5.289795306,23.80945803,22.50004058,54.03614458,,,93,40,4.138
2010-06-30,74.94,75.59,10.18,,247573,282260,953,1649520,1802490,7026700,232.493,160.7,320.56,4076.15,2563.07,9774.02,86.019,1030.71,2109.24,6469.65,0.8173,1795.63,203.764,217.199,0.18,67.19,174.8,204.8,99.9759,100.878,101.744,101.134,99.6886,101.428,98.6561,85.8387,98.2878,100.373,101.555,100.347,99.1354,103.129,102.09,99.0903,100.287,100.548,100.996,100.06,101.373,100.86,99.9638,101.942,98.9771,99.9478,98.942,102.016,100.483,100.952,100.625,100.756,99.2617,101.289,99.2741,99.728,98.8847,97.9812,98.1951,98.2424,99.2322,101.296,100.121,101.81,101.217,103.372,99.9714,101.689,99.5992,,,50.6,,51.3,50.4,47.4,51.3,51.7,52.1,,55.8,53.5,49.4,50,52.1,49.7,53.3,67.3,45.4,54.8,49.6,53.6,54.5,52.9,58.8,,4.516367216,21.22753514,15.37412852,45.83400225,,,94,53,4.80136
2010-07-31,77.5,78.85,10.46,,290904,328655,971,1825830,1896080,7253020,241.01,152.21,359.78,4313.6,2868.85,10465.9,81.539,1101.6,2254.7,6998.99,0.7664,1894.43,206.877,217.605,0.18,19.1286,174.7,209,99.9177,101.253,101.671,101.03,99.4397,101.52,98.7917,80.119,98.2909,100.741,101.267,100.173,99.1476,103.185,102.173,98.9519,100.304,100.603,100.793,99.9874,101.195,100.645,99.6092,102.01,99.0017,100.196,99.1184,102.074,100.454,101.03,100.622,100.939,99.3819,101.419,99.1639,99.8217,98.8656,98.105,98.5496,98.2661,99.1742,101.128,99.9695,102.048,101.023,103.353,99.9768,101.487,99.5322,,,52.2,,49.9,49.3,46.8,50.4,51.2,50.9,,52.7,52.2,47.8,49.9,51.2,49.1,53.6,66.9,44.6,54.3,48.7,51.9,53.2,52.7,57.1,,3.430427549,18.33048126,9.732008143,42.83565764,,,99,60,4.6281
2010-08-31,75.51,71.93,10.4,,281847,304901,983,1878930,1918000,7442860,221.526,160.75,363.78,3428.69,2903.19,10014.7,83.202,1049.33,2114.03,6704.15,0.788,1877.29,208.77,217.923,0.19,43.3111,175.3,211.6,99.8563,101.596,101.563,100.992,99.2688,101.597,98.9456,81.4635,98.2876,101.117,100.972,100.054,99.1609,103.202,102.237,98.8769,100.302,100.637,100.642,99.9434,101.007,100.479,99.3939,102.048,98.9919,100.414,99.2858,102.121,100.425,101.107,100.614,101.171,99.5444,101.523,99.0995,99.9509,98.9661,98.2171,98.8961,98.3401,99.1969,100.86,99.928,102.272,100.884,103.307,99.9789,101.268,99.5263,,,51.7,,46.9,48.4,48.2,60.5,52.2,53.1,,53.1,51.9,47.3,50.7,51.7,52,53,66.1,44.5,59.3,48.4,50.2,54.4,51.7,58,,0.682430273,15.18269936,6.654727214,40.01891029,,,95,61,4.31455
2010-09-30,80.77,79.95,10.17,,249805,281518,977,1637490,1861040,7801450,240.895,168.37,394.17,3200.55,2935.57,10788,78.72,1141.2,2368.62,7281.07,0.7336,2021.88,209.832,218.275,0.19,54.4721,175.5,202.5,99.7895,101.889,101.43,101.027,99.1994,101.66,99.0874,82.688,98.2804,101.445,100.658,100.023,99.2026,103.183,102.289,98.8446,100.29,100.644,100.568,99.9456,100.83,100.396,99.3131,102.054,98.9235,100.615,99.4295,102.159,100.398,101.185,100.617,101.394,99.7235,101.596,99.1004,100.11,99.1813,98.321,99.2283,98.4584,99.2984,100.525,99.9826,102.47,100.802,103.234,99.9814,101.05,99.5939,,,52.4,,45,52.9,50.9,65.3,52.7,56.3,,56.4,56.2,49.1,50.4,53.8,52.6,53.3,67.1,45.6,59.8,48,51.1,54.3,52.7,57.9,,0.935693788,12.87603978,8.187627418,36.1741076,,,95,52,3.89476
2010-10-31,82.47,81.45,9.81,2.957,257075,294744,966,1664940,1956110,8155700,242.931,174.54,403.02,3004.15,3379.98,11118.5,77.266,1183.26,2507.41,7513.35,0.7168,2083.89,216.71,219.035,0.19,53.3311,177.3,212.2,99.7162,102.122,101.298,101.121,99.2026,101.708,99.1938,87.44,98.2735,101.69,100.348,100.089,99.2918,103.124,102.322,98.8296,100.281,100.612,100.579,100.007,100.691,100.411,99.3622,102.027,98.8478,100.826,99.5275,102.185,100.375,101.254,100.656,101.569,99.8909,101.63,99.1677,100.288,99.4829,98.4231,99.5361,98.6009,99.4324,100.147,100.106,102.635,100.765,103.135,100.005,100.869,99.7226,,,52.1,,45.7,52.8,50.2,69.9,52.6,58.2,,57.1,58.3,49.5,49.3,54.7,53.7,53.3,67.1,46,64,47.6,51.7,54.8,52.3,57.4,,1.389519571,11.13733242,9.130508809,31.92744563,,,82,40,3.43381
2010-11-30,86.02,84.12,9.55,3.089,241567,273165,950,1973290,1892660,8078140,248.727,177.93,412.05,2944.28,3136.99,11006,81.195,1180.55,2498.23,7430.94,0.7704,2057.01,219.496,219.59,0.19,38.3796,178.2,214.1,99.6417,102.282,101.206,101.241,99.2544,101.742,99.2751,81.955,98.2728,101.844,100.049,100.224,99.4423,103.015,102.334,98.8118,100.278,100.572,100.665,100.114,100.595,100.516,99.5261,101.966,98.8123,101.051,99.6137,102.197,100.355,101.304,100.736,101.664,100.034,101.623,99.2898,100.467,99.8279,98.5283,99.8154,98.7353,99.5205,99.7569,100.236,102.757,100.76,103.009,100.064,100.764,99.9032,,,52,,47.7,50.6,50.5,73.5,53.2,58.3,,58.5,57.4,49.7,48.9,55.2,54.8,53.6,68.1,45.2,67.2,48.9,50.5,54.6,51.3,58.9,,1.71060243,11.40073759,9.757842429,31.30713337,,,63,28,3.714
2010-12-31,93.23,91.38,9.52,3.262,321910,351773,940,2714050,1984170,7412450,269.67,182.46,478.99,3126.99,3128.26,11577.5,79.028,1257.64,2652.87,7964.02,0.7474,2208.38,227.13,220.472,0.18,24.7992,179.1,227.3,99.569,102.366,101.166,101.345,99.3096,101.764,99.3332,90.4204,98.2822,101.898,99.7728,100.354,99.6522,102.858,102.327,98.7833,100.266,100.534,100.787,100.231,100.518,100.675,99.7627,101.872,98.8536,101.26,99.7014,102.194,100.343,101.333,100.811,101.68,100.152,101.575,99.4299,100.632,100.178,98.6411,100.068,98.8714,99.5098,99.3816,100.336,102.824,100.769,102.857,100.137,100.738,100.096,,,51.5,,48.7,50.4,50.7,66.7,53.5,55.4,,57.5,56.8,50.8,49.6,53.9,54.4,53.3,70.1,45.5,66.7,48.6,55.2,55,52.5,58.8,,-1.288360025,10.35710638,11.34954595,34.90995878,,,55,14,4.24571
2011-01-31,98.97,90.99,9.48,3.437,331565,371919,909,2888640,1952730,6608640,269.582,171.07,480.23,3125.57,3076.51,11891.9,77.735,1286.12,2700.08,8139.16,0.7305,2172.04,229.258,221.187,0.17,-12.4914,181.1,232.7,99.5018,102.379,101.17,101.402,99.3495,101.775,99.3598,85.3007,98.3041,101.869,99.5239,100.402,99.904,102.643,102.28,98.7425,100.225,100.52,100.893,100.337,100.436,100.828,100.006,101.748,99.0136,101.455,99.8057,102.173,100.338,101.328,100.799,101.627,100.237,101.488,99.5341,100.763,100.489,98.7624,100.298,99.0021,99.4171,99.0414,100.423,102.826,100.767,102.679,100.194,100.754,100.26,,,49,,47.9,53,46.5,69.3,50.7,54.9,,55.3,57.7,52,49.5,52.9,53.7,52.5,68.1,44.8,64.7,47.9,52.6,53.9,46.8,57.2,,,,,,364.844,,55,-2,4.492
2011-02-28,112.27,97.1,9.56,3.64,278731,311154,907,2452400,1728930,6024220,269.051,180.73,483.29,2826.18,3239.56,12226.3,76.889,1327.22,2782.27,8438.55,0.7246,2381.29,232.068,221.898,0.16,-29.7274,183.3,232.4,99.4447,102.33,101.203,101.386,99.3537,101.775,99.3773,86.4376,98.3376,101.777,99.3348,100.327,100.178,102.361,102.164,98.6933,100.138,100.563,100.937,100.41,100.322,100.934,100.148,101.599,99.266,101.603,99.9043,102.131,100.341,101.28,100.656,101.526,100.265,101.369,99.5581,100.846,100.712,98.8902,100.505,99.1354,99.3028,98.7488,100.498,102.75,100.742,102.479,100.206,100.743,100.359,,,48.9,,46.4,53.9,46.6,70.1,50.9,54.3,,53.8,54.5,49.5,48.2,52.2,53.8,54.1,67.7,44.9,64.3,49.3,52.7,54.1,50.9,57,,-6.475103326,10.9687828,13.80496368,9.929824561,300.037,,59,13,4.09211
2011-03-31,116.94,106.19,9.55,3.879,276557,315408,884,2230490,2002360,5879120,291.09,184.38,462.98,3018.03,3223.29,12319.7,75.857,1325.83,2781.07,8404.98,0.7058,2367.41,240.079,223.046,0.14,-6.63345,187.3,241.7,99.4015,102.225,101.227,101.28,99.3171,101.765,99.4131,93.5345,98.386,101.636,99.2028,100.11,100.435,102.027,101.972,98.6501,100.016,100.613,100.888,100.443,100.167,100.962,100.151,101.433,99.6147,101.691,100.002,102.066,100.352,101.182,100.407,101.382,100.217,101.221,99.4853,100.888,100.807,99.0206,100.69,99.2813,99.2454,98.5055,100.556,102.591,100.66,102.26,100.179,100.655,100.358,,,51.8,,51.3,52,51.4,68.3,52.5,55.2,,55.7,54.1,51.6,50.4,53.4,51.8,54.4,68.5,45.9,62.2,48.6,50.5,54.4,52.8,59.2,,-11.55520137,7.531168913,14.85524937,10.4815864,274.561,,69,12,3.97217
2011-04-30,126.59,113.39,9.54,,244667,277936,885,1825020,1960850,6092050,308.775,199.29,447.24,3157.61,3192.72,12810.5,72.933,1363.61,2873.54,8671.41,0.6755,2483.05,247.977,224.093,0.1,-17.5225,190.2,256.6,99.373,102.069,101.207,101.09,99.2584,101.748,99.4868,97.7381,98.4494,101.466,99.1214,99.81,100.641,101.633,101.704,98.6401,99.9131,100.646,100.737,100.438,99.9888,100.906,100.046,101.254,99.9294,101.739,100.066,101.979,100.371,101.031,100.125,101.201,100.092,101.045,99.3459,100.886,100.759,99.1543,100.854,99.4059,99.2545,98.3107,100.564,102.351,100.514,102.024,100.13,100.489,100.254,,,51.8,,50.8,50.6,50.7,66.2,51.3,53.8,,55.3,53.8,52,50.6,52.9,54.2,53.4,66.8,45.6,65.1,48.8,51.5,54.4,52.8,58.2,,-12.73398128,7.409347018,6.345836786,6.708494208,340.991,,77,33,4.2355
2011-05-31,117.18,102.7,9.78,,235883,271252,878,1667400,2030700,6491220,277.123,196.62,447.08,3094.61,3001.56,12569.8,74.638,1345.2,2835.3,8477.28,0.6946,2437.16,250.744,224.806,0.09,-16.9753,191.9,251,99.3566,101.87,101.118,100.838,99.1941,101.725,99.5989,96.4313,98.529,101.278,99.0732,99.4334,100.774,101.197,101.374,98.682,99.8739,100.659,100.489,100.403,99.8013,100.766,99.8795,101.069,100.062,101.725,100.122,101.871,100.398,100.836,99.913,101.01,99.8904,100.843,99.1716,100.814,100.566,99.296,101.006,99.5016,99.325,98.174,100.529,102.037,100.293,101.774,100.07,100.254,100.058,,,50.9,,50,50.5,47.7,60.3,51.1,52.1,,54.9,53.6,49.5,49.9,52,52.2,53.5,67.5,44.9,61.5,47.8,52.3,54.6,52.6,58.7,,-11.63254406,7.973879057,9.083320636,5.09711902,413.27,,86,45,4.31381
2011-06-30,111.71,95.3,10.26,,239223,266617,877,1657330,1954450,6831430,256.194,192.27,456.25,2882.7,3044.09,12414.3,74.303,1320.64,2773.52,8319.1,0.6894,2343.87,245.534,224.806,0.09,-11.0029,191.1,247.2,99.3471,101.63,100.968,100.581,99.131,101.699,99.7167,100.855,98.6245,101.071,98.9743,98.967,100.839,100.743,101.001,98.7902,99.9137,100.646,100.177,100.354,99.6179,100.559,99.6953,100.884,100.045,101.616,100.184,101.741,100.431,100.614,99.8448,100.817,99.6292,100.622,98.977,100.672,100.249,99.4557,101.147,99.5705,99.456,98.0796,100.449,101.656,99.9778,101.513,100.022,99.966,99.7934,,,50.2,,51,48.7,45.9,56.7,50.5,50.8,,53.1,51.5,48.5,49.8,50.9,50.9,53.2,67,44.9,60.9,49,52.9,53.5,52.5,56.6,,-9.85517485,8.469483742,12.87542088,5.129898723,478.744,,91,50,4.53739
2011-07-31,115.93,95.68,10.47,,273097,293477,880,1890520,2032800,7075490,255.5,208.42,477.24,2719.96,2972.08,12143.2,73.897,1292.28,2756.38,8079.44,0.6946,2364.99,246.187,225.395,0.07,-15.9367,191.7,251.2,99.3417,101.356,100.793,100.337,99.0741,101.669,99.7671,99.126,98.7335,100.829,98.8102,98.4816,100.866,100.294,100.615,98.9593,100.003,100.625,99.8404,100.305,99.4522,100.31,99.5193,100.703,99.9625,101.413,100.282,101.592,100.469,100.386,99.8844,100.622,99.3441,100.388,98.7704,100.477,99.86,99.6454,101.279,99.6172,99.6617,98.0149,100.314,101.226,99.5967,101.246,99.9811,99.6459,99.5088,,,50.5,,49.2,49.1,46.5,56.3,50.4,51.1,,52.1,52,47.6,50.3,50.7,52.1,53.8,66.8,45.3,62.6,49.4,54.6,53.9,52.8,57.3,,-9.727825154,9.29109029,13.57199914,3.857566766,538.703,,102,63,4.4225
2011-08-31,116.48,88.81,10.49,,249934,280284,894,1891780,2056620,7319420,235.667,234.04,445.42,2623.49,2846.78,11613.5,74.117,1218.89,2579.46,7528.39,0.6955,2289.49,246.88,226.106,0.1,-14.5271,190.7,237.4,99.3348,101.076,100.604,100.138,99.0256,101.637,99.6717,99.1816,98.8539,100.567,98.606,98.1199,100.887,99.8995,100.26,99.1705,100.114,100.609,99.5221,100.263,99.3092,100.042,99.3492,100.531,99.8779,101.151,100.408,101.424,100.508,100.174,99.9743,100.415,99.0779,100.151,98.5539,100.255,99.4557,99.8745,101.397,99.6476,99.9359,97.9682,100.121,100.788,99.1975,100.978,99.9276,99.3057,99.2679,,,50.4,,48.9,49.7,47.6,57.2,48.3,51.1,,52.3,51.2,48.8,49.9,50.9,51.6,54.1,66.2,46,61.6,49.7,52.4,53.9,52.6,57.1,,-8.038446716,10.21880152,13.56563481,3.832193804,591.273,,91,62,4.05391
2011-09-30,105.42,78.93,10.29,,231392,251846,907,1655630,1987130,7716990,209.341,207.29,333.92,2304.75,2581.35,10913.4,78.553,1131.42,2415.4,6791.65,0.747,2050.48,248.55,226.597,0.08,13.7115,191.5,241.6,99.3264,100.828,100.423,99.9953,98.976,101.601,99.4808,113.012,98.9852,100.331,98.4083,98.0085,100.9,99.5916,99.9783,99.3901,100.229,100.62,99.2726,100.234,99.201,99.8059,99.1799,100.371,99.8306,100.868,100.545,101.238,100.545,99.9879,100.067,100.242,98.8869,99.9241,98.3654,100.07,99.1374,100.142,101.498,99.6652,100.261,97.9178,99.9028,100.407,98.8248,100.716,99.8749,98.9739,99.1407,,,51,,49.9,50.1,48.9,56.6,50.9,51.3,,52.7,51.5,49,49.5,51.2,50.8,52.8,66.4,45,57.7,49.2,50.6,50.2,52.7,55.8,,-7.778556412,10.79021014,12.88768682,4.31665422,623.521,,86,49,3.89
2011-10-31,108.43,93.19,9.83,3.763,250746,282159,933,1744450,2118740,8105570,245.07,220.43,384.77,2257.47,2695.31,11955,76.166,1253.3,2684.41,7563.38,0.7216,2272.2,246.655,226.75,0.07,25.6871,190.2,235.1,99.3155,100.632,100.261,99.911,98.9378,101.561,99.3376,102.332,99.124,100.147,98.2556,98.1574,100.89,99.3658,99.7943,99.5848,100.333,100.669,99.1233,100.217,99.1344,99.6269,99.0147,100.224,99.8613,100.617,100.727,101.036,100.578,99.8464,100.132,100.151,98.7838,99.7163,98.2307,99.9545,98.9557,100.434,101.577,99.6682,100.597,97.8558,99.6976,100.126,98.5127,100.466,99.857,98.6801,99.1583,,,49.7,,50.3,47,46,46.2,48.6,50.5,,52.3,50.7,48.5,50.7,50.4,49.3,52,63.3,44.3,56.7,48.1,49.7,51.1,52.5,55.5,,-7.796488714,10.6060808,9.974802736,3.991190015,630.145,,86,34,3.56381
2011-11-30,111.22,100.36,9.58,3.916,233339,248908,880,2031870,2076150,8142610,264.238,223.33,376.57,1975.85,2521.52,12045.7,78.384,1246.96,2620.34,7484.5,0.744,2276.89,247.64,227.169,0.08,13.5172,190.6,245.6,99.3142,100.493,100.145,99.8896,98.9166,101.513,99.2987,115.183,99.2682,100.039,98.1747,98.5211,100.862,99.227,99.6956,99.7355,100.416,100.746,99.0698,100.203,99.1043,99.4998,98.8762,100.092,99.9123,100.411,100.932,100.821,100.604,99.7672,100.156,100.144,98.748,99.5344,98.1598,99.9101,98.9058,100.726,101.631,99.6708,100.863,97.7813,99.54,99.9534,98.2858,100.23,99.8637,98.4638,99.3005,,,49,,53.1,47.3,45.2,44.4,45.6,47.8,,50.9,49.8,46.7,50.4,49,49,52.2,63.6,44.6,55.8,48.9,51.9,51.4,51,55.9,,-9.639259019,9.30805037,8.544328718,3.361894561,601.859,,69,32,3.264
2011-12-31,108.09,98.83,9.53,3.862,271946,297733,821,2541880,2134900,7763770,259.683,199.92,361.88,1653.37,2345.74,12217.6,80.178,1257.6,2605.15,7477.03,0.7728,2278.33,243.353,227.223,0.07,15.4697,189.6,238.6,99.3317,100.405,100.088,99.9146,98.9265,101.455,99.3552,104.767,99.4134,99.9972,98.1543,99.0072,100.823,99.1821,99.6792,99.8392,100.48,100.83,99.0953,100.182,99.1056,99.4163,98.8074,99.9732,99.9695,100.274,101.115,100.595,100.62,99.7443,100.132,100.19,98.7653,99.3844,98.1545,99.9194,98.959,100.989,101.657,99.6829,100.97,97.7155,99.443,99.8847,98.153,100.01,99.8837,98.3706,99.5153,,,48.7,,50.6,49.1,46.6,47.1,48.6,49.8,,53.4,50.9,48.3,50.1,50.3,49.6,52.7,63.2,43.8,56.7,48.5,48.4,51.4,52.1,56.3,,-8.951932083,9.033852812,5.363731325,2.878739144,538.612,,62,19,3.16286
2012-01-31,110.26,98.46,9.61,3.938,265292,281131,790,2756180,2152700,7219140,258.319,221.68,399.16,1372.14,2464.26,12632.9,79.288,1312.41,2813.84,7838.48,0.7647,2358.97,244.876,227.842,0.08,-43.3032,191.1,238,99.3682,100.339,100.092,99.957,98.9722,101.384,99.4903,109.621,99.5583,99.9872,98.1701,99.4959,100.788,99.1548,99.704,99.9068,100.512,100.888,99.1717,100.156,99.1289,99.3614,98.8331,99.8662,100.022,100.191,101.217,100.362,100.626,99.7571,100.103,100.261,98.8159,99.2672,98.197,99.9607,99.0704,101.19,101.651,99.7364,100.947,97.6747,99.416,99.869,98.1076,99.808,99.9074,98.3953,99.73,,,47.1,,48,46.9,43.2,50,46.9,50.4,,53.6,50.2,49.7,49.7,50.5,51.1,53.1,65.3,44.6,58.2,48.2,49.9,52.2,50.8,55.7,,,,,,469.63,3665.74,59,6,2.67727
